AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;TEMPERATURA_MINIMA;TEMPERATURA_MAXIMA;TEMPERATURA_MEDIA
2023;2;OSUNA, SEA;Andalucía;Sevilla;3,2;21,7;12,839
2023;2;OURENSE;Galicia;Ourense;-3,4;24,3;9,186
2023;2;OURIA DE TARAMUNDI;Principado de Asturias;Asturias;-0,4;18,8;7,434
2023;2;OVIEDO;Principado de Asturias;Asturias;-0,6;19,5;7,832
2023;2;PADRÓN;Galicia;A Coruña;-1,9;21,1;8,993
2023;2;PAJARES - VALGRANDE;Principado de Asturias;Asturias;-8,6;11,6;1,409
2023;2;PALACIOS DE LA SIERRA;Castilla y León;Burgos;-7,6;18,2;3,263
2023;2;PALENCIA-AUTILLA PINO;Castilla y León;Palencia;-10,0;18,1;3,823
2023;2;PALENCIA-GRANJA VIÑALTA;Castilla y León;Palencia;-7,8;19,1;4,72
2023;2;PALMA DE MALLORCA/SON SANT JOAN;Illes Balears;Illes Balears;-1,4;21,4;9,318
2023;2;PALMA-PORTOPÍ;Illes Balears;Illes Balears;3,5;21,3;11,707
2023;2;PALMA-UNIVERSITAT;Illes Balears;Illes Balears;-2,0;21,7;8,807
2023;2;PAMPLONA, AEROPUERTO;Comunidad Foral de Navarra;Navarra;-5,9;20,0;5,164
2023;2;PANTANO EL VADO;Castilla - La Mancha;Guadalajara;-5,0;18,9;5,643
2023;2;PANTICOSA, PETROSOS;Aragón;Huesca;-13,4;13,2;1,916
2023;2;PASTRANA;Castilla - La Mancha;Guadalajara;-3,4;19,3;5,863
2023;2;PEDRAZA DE ALBA-VALLELARGO;Castilla y León;Salamanca;-6,5;17,5;3,923
2023;2;PEDROSA DEL PRÍNCIPE;Castilla y León;Burgos;-7,7;20,1;4,131
2023;2;PEDROSILLO DE LOS AIRES-CASTILLEJO;Castilla y León;Salamanca;-9,8;16,9;3,648
2023;2;PEGO;Comunitat Valenciana;Alicante/Alacant;3,2;20,3;10,913
2023;2;PERALEDA DEL ZAUCEJO;Extremadura;Badajoz;-5,7;19,2;7,611
2023;2;PETRA;Illes Balears;Illes Balears;-1,3;21,1;9,246
2023;2;PEÑAFIEL(FABRICA DE QUESOS);Castilla y León;Valladolid;-7,9;19,5;4,489
2023;2;PINAR-DEPÓSITO;Canarias;Santa Cruz de Tenerife;3,1;17,6;10,461
2023;2;PINOSO;Comunitat Valenciana;Alicante/Alacant;-4,9;21,6;7,693
2023;2;PIORNAL (AUTOMATICA);Extremadura;Cáceres;-5,3;18,5;4,902
2023;2;PLANOLES;Cataluña;Girona;-7,4;19,3;5,559
2023;2;PLASENCIA;Extremadura;Cáceres;-0,2;19,5;9,915
2023;2;POBRA DE TRIVES,SAN MAMEDE;Galicia;Ourense;-6,3;16,8;5,791
2023;2;POLA DE SOMIEDO-DEPURADORA;Principado de Asturias;Asturias;-3,9;19,9;5,823
2023;2;POLIENTES-CASYC;Cantabria;Cantabria;-8,5;19,7;4,279
2023;2;POLINYÀ DE XÚQUER;Comunitat Valenciana;Valencia/València;0,9;19,5;9,393
2023;2;POLLENÇA-POLIESPORTIU;Illes Balears;Illes Balears;0,9;21,2;10,159
2023;2;PONFERRADA;Castilla y León;León;-4,8;20,5;7,1
2023;2;PONTEAREAS-CANEDO;Galicia;Pontevedra;-2,4;24,8;9,607
2023;2;PONTEVEDRA;Galicia;Pontevedra;0,2;23,1;11,286
2023;2;PONTONS;Cataluña;Barcelona;-3,7;20,9;6,746
2023;2;PORQUERES;Cataluña;Girona;-1,9;24,3;8,325
2023;2;PORRERES-SA MESQUIDA;Illes Balears;Illes Balears;0,5;21,4;10,278
2023;2;PORT AINE, LORRI;Cataluña;Lleida;-18,6;10,7;-2,894
2023;2;PORT POLLENÇA-AERODROM;Illes Balears;Illes Balears;1,1;20,7;10,659
2023;2;PORTOCOLOM;Illes Balears;Illes Balears;1,2;20,9;11,023
2023;2;POZUELO DE ALARCON (AUTOMÁTICA);Comunidad de Madrid;Madrid;-5,2;20,0;6,191
2023;2;POZUELO DE TABARA;Castilla y León;Zamora;-5,4;17,0;5,045
2023;2;PRATS DE LLUÇANÈS;Cataluña;Barcelona;-4,8;20,8;5,689
2023;2;PRIEGO DE CÓRDOBA, SAN FELIX;Andalucía;Córdoba;-2,9;23,5;9,457
2023;2;PUEBLA DE DON RODRIGO;Castilla - La Mancha;Ciudad Real;-4,9;21,4;8,034
2023;2;PUEBLA DE OBANDO (AUTOMATICA);Extremadura;Badajoz;-1,7;19,1;9,275
2023;2;PUERTO DE LA CRUZ;Canarias;Santa Cruz de Tenerife;12,4;24,2;18,134
2023;2;PUERTO DE LEITARIEGOS;Principado de Asturias;Asturias;-8,9;13,8;2,741
2023;2;PUERTO DE MOGÁN;Canarias;Las Palmas;12,6;23,8;18,1
2023;2;PUERTO DE SAN ISIDRO;Castilla y León;León;-12,5;12,5;0,611
2023;2;PUERTO DEL REY;Extremadura;Cáceres;-2,8;19,9;8,261
2023;2;PUERTO EL PICO;Castilla y León;Ávila;-11,8;15,9;1,641
2023;2;PUERTO LUMBRERAS;Región de Murcia;Murcia;2,0;22,0;10,348
2023;2;PUERTOLLANO;Castilla - La Mancha;Ciudad Real;-5,3;22,2;7,793
2023;2;PUNTAGORDA;Canarias;Santa Cruz de Tenerife;7,8;18,6;12,627
2023;2;PÁJARA-PUERTO MORRO JABLE;Canarias;Las Palmas;12,6;23,1;18,294
2023;2;QUINTANAR DE LA ORDEN;Castilla - La Mancha;Toledo;-5,4;20,1;7,638
2023;2;QUINTO;Aragón;Zaragoza;-4,5;19,2;6,489
2023;2;RADES;Castilla y León;Segovia;-6,2;17,3;4,568
2023;2;RAMALES DE LA VICTORIA-ETAP;Cantabria;Cantabria;-3,1;21,1;8,277
2023;2;RASQUERA;Cataluña;Tarragona;-4,5;21,6;8,135
2023;2;RETAMAL DE LLERENA;Extremadura;Badajoz;-5,7;19,9;8,08
2023;2;REUS (CENTRE LECTURA);Cataluña;Tarragona;2,1;21,0;11,145
2023;2;REUS, AEROPUERTO;Cataluña;Tarragona;-1,5;21,3;8,727
2023;2;RIAÑO-ERMITA QUINTANILLA;Castilla y León;León;-9,3;16,8;2,404
2023;2;RIBADAVIA;Galicia;Ourense;-3,5;24,9;8,78
2023;2;RIBADEO, VILAFRAMIL;Galicia;Lugo;0,4;20,4;9,211
2023;2;RINCON DE LA VICTORIA (AUTOMATICA);Andalucía;Málaga;7,3;22,9;15,109
2023;2;RIPOLL;Cataluña;Girona;-5,3;20,3;5,624
2023;2;RIVILLA DE BARAJAS;Castilla y León;Ávila;-5,3;15,7;4,616
2023;2;ROBLEDO DE CHAVELA;Comunidad de Madrid;Madrid;-3,5;17,3;6,583
2023;2;RODA DE ANDALUCÍA;Andalucía;Sevilla;-4,2;22,4;10,555
2023;2;ROJALES, EL MOLINO;Comunitat Valenciana;Alicante/Alacant;0,9;23,6;10,928
2023;2;RONCESVALLES/ORREAGA;Comunidad Foral de Navarra;Navarra;-7,6;17,7;3,071
2023;2;RONDA, IES;Andalucía;Málaga;0,2;19,2;9,814
2023;2;RONZÓN;Principado de Asturias;Asturias;-3,7;22,2;6,938
2023;2;ROQUE DE LOS MUCHACHOS;Canarias;Santa Cruz de Tenerife;-2,7;14,2;2,589
2023;2;ROQUETAS DE MAR-FARO SABINAR;Andalucía;Almería;2,8;19,5;13,032
2023;2;ROTA;Andalucía;Cádiz;1,0;21,6;12,966
2023;2;ROZAS DE PUERTO REAL;Comunidad de Madrid;Madrid;-4,0;18,1;5,768
2023;2;RUEDA;Castilla y León;Valladolid;-5,6;18,2;4,952
2023;2;SA POBLA-SA CANOVA;Illes Balears;Illes Balears;-0,2;22,1;9,663
2023;2;SABINOSA-BALNEARIO;Canarias;Santa Cruz de Tenerife;14,0;22,5;17,925
2023;2;SABIÑÁNIGO;Aragón;Huesca;-9,8;21,2;3,75
2023;2;SAELICES EL CHICO;Castilla y León;Salamanca;-5,5;18,0;5,72
2023;2;SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA);Comunitat Valenciana;Valencia/València;-0,6;21,1;9,382
2023;2;SAHECHORES-HELIPUERTO;Castilla y León;León;-8,8;17,7;3,484
2023;2;SALAMANCA,OBS.;Castilla y León;Salamanca;-3,9;18,2;6,473
2023;2;SALAMANCA/MATACAN;Castilla y León;Salamanca;-8,3;18,2;4,28
2023;2;SALOBREÑA;Andalucía;Granada;3,2;22,1;12,77
2023;2;SALVACAÑETE;Castilla - La Mancha;Cuenca;-7,7;17,2;4,138
2023;2;SAN ANDRÉS-DEPÓSITO CABILDO;Canarias;Santa Cruz de Tenerife;2,2;16,4;9,345
2023;2;SAN ANTOLIN DE IBIAS-LINARES;Principado de Asturias;Asturias;-2,0;18,4;6,87
2023;2;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);Canarias;Las Palmas;4,8;17,8;9,877
2023;2;SAN BARTOLOME TIRAJANA (EL MATORRAL);Canarias;Las Palmas;11,4;24,3;17,436
2023;2;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;Canarias;Las Palmas;13,1;23,4;17,939
2023;2;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;Canarias;Las Palmas;5,3;21,8;12,146
2023;2;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;Canarias;Las Palmas;7,9;21,0;13,77
2023;2;SAN CLEMENTE;Castilla - La Mancha;Cuenca;-7,1;20,0;5,918
2023;2;SAN FELICES DE BUELNA-TARRIBA;Cantabria;Cantabria;-2,6;24,3;8,443
2023;2;SAN FERNANDO;Andalucía;Cádiz;6,4;20,4;14,002
2023;2;SAN JOSE DEL VALLE-PT GUADALCACÍN;Andalucía;Cádiz;3,0;22,9;13,38
2023;2;SAN MATEO (CORRAL DE LOS JUNCOS);Canarias;Las Palmas;-1,7;16,2;5,521
2023;2;SAN NICOLAS T.-TASARTE/COPARLITA;Canarias;Las Palmas;10,8;24,9;17,024
2023;2;SAN PEDRO MANRIQUE;Castilla y León;Soria;-14,2;17,2;1,854
2023;2;SAN RAFAEL;Castilla y León;Segovia;-7,7;13,7;3,138
2023;2;SAN ROQUE DE RIOMERA-CARACOL;Cantabria;Cantabria;-3,3;19,6;5,698
2023;2;SAN ROQUE, SOTOGRANDE;Andalucía;Cádiz;4,1;23,3;13,477
2023;2;SAN SEBASTIAN DE LOS REYES;Comunidad de Madrid;Madrid;-4,0;20,3;7,53
2023;2;SAN SEBASTIÁN DE LA GOMERA;Canarias;Santa Cruz de Tenerife;13,1;23,1;18,378
2023;2;SAN VICENTE, FARO;Cantabria;Cantabria;0,1;19,6;8,812
2023;2;SANT ANTONI DE PORTMANY;Illes Balears;Illes Balears;1,2;20,5;9,416
2023;2;SANT HILARI;Cataluña;Girona;-4,3;20,6;5,944
2023;2;SANT JOAN DE LABRITJA;Illes Balears;Illes Balears;-1,2;20,7;8,813
2023;2;SANT JULIÀ DE VILATORTA;Cataluña;Barcelona;-5,3;21,2;5,589
2023;2;SANT PAU DE SEGURIES;Cataluña;Girona;-8,3;20,5;4,334
2023;2;SANTA CRUZ DE TENERIFE;Canarias;Santa Cruz de Tenerife;13,2;24,7;18,448
2023;2;SANTA ELENA;Andalucía;Jaén;-2,7;19,7;8,455
2023;2;SANTA EULALIA  DEL CAMPO;Aragón;Teruel;-11,9;18,9;3,0
2023;2;SANTA GADEA DE ALFOZ;Castilla y León;Burgos;-4,8;16,8;3,884
2023;2;SANTA MARÍA;Illes Balears;Illes Balears;-0,8;22,0;9,359
2023;2;SANTA SUSANNA;Cataluña;Barcelona;-0,3;22,3;7,633
2023;2;SANTANDER AEROPUERTO;Cantabria;Cantabria;-3,1;19,7;8,859
2023;2;SANTANDER I,CMT;Cantabria;Cantabria;4,0;18,2;10,096
2023;2;SANTANDER,CMT;Cantabria;Cantabria;4,3;18,2;10,154
2023;2;SANTANDER/PARAYAS;Cantabria;Cantabria;-1,3;19,4;9,423
2023;2;SANTANYÍ;Illes Balears;Illes Balears;0,1;17,8;10,214
2023;2;SANTIAGO DE COMPOSTELA;Galicia;A Coruña;0,8;23,0;10,282
2023;2;SANTIAGO DE COMPOSTELA/LAVACOLLA;Galicia;A Coruña;-1,4;21,0;8,509
2023;2;SANTIBAÑEZ DE VIDRIALES;Castilla y León;Zamora;-7,1;17,9;4,827
2023;2;SARDÓN DE DUERO;Castilla y León;Valladolid;-9,9;21,4;5,121
2023;2;SARGENTES DE LORA-CAMPO PETROLÍFERO;Castilla y León;Burgos;-7,2;13,3;2,935
2023;2;SARIÑENA, DEPÓSITO;Aragón;Huesca;-3,9;19,5;6,318
2023;2;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;Canarias;Santa Cruz de Tenerife;10,1;21,0;14,789
2023;2;SEGE;Castilla - La Mancha;Albacete;-1,8;20,7;6,045
2023;2;SEGORBE, MASIA HOYA;Comunitat Valenciana;Castellón/Castelló;-1,3;21,1;7,459
2023;2;SEGOVIA;Castilla y León;Segovia;-5,0;17,0;5,011
2023;2;SEGURA;País Vasco;Gipuzkoa;-3,5;22,9;7,202
2023;2;SEIRA;Aragón;Huesca;-5,9;19,9;5,468
2023;2;SERRADILLA (AUTOMATICA);Extremadura;Cáceres;-1,2;17,8;8,739
2023;2;SEVILLA/SAN PABLO;Andalucía;Sevilla;0,2;22,4;12,146
2023;2;SIERRA DE ALFABIA;Illes Balears;Illes Balears;-1,0;16,4;6,042
2023;2;SIERRA NEVADA - RADIOTELESCOPIO;Andalucía;Granada;-15,3;3,5;-3,636
2023;2;SIGÜENZA;Castilla - La Mancha;Guadalajara;-10,6;19,7;2,718
2023;2;SILLEDA;Galicia;Pontevedra;-1,2;23,8;9,675
2023;2;SINEU-POLIESPORTIU;Illes Balears;Illes Balears;-1,7;21,5;9,198
2023;2;SITGES, VALLCARCA;Cataluña;Barcelona;1,5;21,9;9,739
2023;2;SOBRADO DOS MONXES;Galicia;A Coruña;-5,7;21,9;7,179
2023;2;SOMOSIERRA;Comunidad de Madrid;Madrid;-8,7;13,6;2,455
2023;2;SON BONET, AEROPUERTO;Illes Balears;Illes Balears;1,6;21,1;10,704
2023;2;SON SERVERA-CAN PEP MONJO;Illes Balears;Illes Balears;1,4;24,5;10,377
2023;2;SOPEIRA;Aragón;Huesca;-4,6;20,6;6,384
2023;2;SOPUERTA;País Vasco;Bizkaia;-1,0;23,4;8,868
2023;2;SORIA;Castilla y León;Soria;-9,6;19,1;4,159
2023;2;SOS DEL REY CATÓLICO;Aragón;Zaragoza;-4,6;18,9;5,064
2023;2;SOTILLO DE LA ADRADA;Castilla y León;Ávila;-2,5;20,2;9,574
2023;2;SOTO DE VALDEÓN (AUTOMATICA);Castilla y León;León;-6,6;16,6;3,025
2023;2;SOUTU, LA BARCA;Principado de Asturias;Asturias;-4,1;19,8;6,941
2023;2;SÓLLER;Illes Balears;Illes Balears;3,5;17,8;10,338
2023;2;TABLADA;Andalucía;Sevilla;1,9;24,0;13,4
2023;2;TACORON-LAPILLAS-TORTUGA;Canarias;Santa Cruz de Tenerife;13,1;24,2;18,702
2023;2;TACORONTE-A S.E.A.;Canarias;Santa Cruz de Tenerife;9,3;20,7;15,3
2023;2;TALARN;Cataluña;Lleida;-5,0;19,2;5,889
2023;2;TALAVERA DE LA REINA;Castilla - La Mancha;Toledo;-6,1;21,2;8,42
2023;2;TAMA;Cantabria;Cantabria;-4,9;24,4;6,921
2023;2;TAMARITE DE LITERA, LA MELUSA;Aragón;Huesca;-5,2;20,9;5,891
2023;2;TARANCON;Castilla - La Mancha;Cuenca;-5,6;20,0;7,82
2023;2;TARAZONA;Aragón;Zaragoza;-3,0;18,8;6,038
2023;2;TARIFA;Andalucía;Cádiz;6,2;17,0;13,177
2023;2;TARRAGONA, FAC. GEOGRAFIA;Cataluña;Tarragona;1,2;23,4;10,505
2023;2;TAZACORTE;Canarias;Santa Cruz de Tenerife;13,5;24,4;18,663
2023;2;TEGUISE LA GRACIOSA-HELIPUERTO;Canarias;Las Palmas;11,8;22,1;17,291
2023;2;TEJEDA CASCO;Canarias;Las Palmas;5,3;22,4;12,371
2023;2;TEJEDA-CRUZ DE TEJEDA;Canarias;Las Palmas;1,4;15,5;7,371
2023;2;TELDE-CENTRO FORESTAL DORAMAS;Canarias;Las Palmas;9,6;22,0;14,939
2023;2;TELDE-MELENARA;Canarias;Las Palmas;11,6;22,9;17,355
2023;2;TEMBLEQUE;Castilla - La Mancha;Toledo;-8,4;20,4;5,459
2023;2;TENERIFE-GÜIMAR;Canarias;Santa Cruz de Tenerife;10,3;23,7;16,291
2023;2;TENERIFE/LOS RODEOS;Canarias;Santa Cruz de Tenerife;5,3;18,5;12,445
2023;2;TENERIFE/SUR;Canarias;Santa Cruz de Tenerife;11,1;23,5;17,636
2023;2;TEROR-OSORIO;Canarias;Las Palmas;5,1;20,4;11,957
2023;2;TERUEL;Aragón;Teruel;-7,1;21,4;4,257
2023;2;TIAS-LAS VEGAS;Canarias;Las Palmas;8,8;20,4;14,614
2023;2;TIELMES;Comunidad de Madrid;Madrid;-7,4;20,3;5,924
2023;2;TIJARAFE-MIRADOR TIME;Canarias;Santa Cruz de Tenerife;8,0;17,6;12,827
2023;2;TINAJO-LOS DOLORES;Canarias;Las Palmas;9,2;19,9;14,739
2023;2;TOBARRA;Castilla - La Mancha;Albacete;-1,9;21,2;7,855
2023;2;TOLEDO;Castilla - La Mancha;Toledo;-2,9;20,3;8,055
2023;2;TOMARES, ZAUDÍN;Andalucía;Sevilla;3,3;22,6;12,795
2023;2;TOMELLOSO;Castilla - La Mancha;Ciudad Real;-6,5;20,5;6,759
2023;2;TONA;Cataluña;Barcelona;-3,8;20,0;6,011
2023;2;TONA (ESCOLA);Cataluña;Barcelona;-4,1;19,8;5,766
2023;2;TOPARES;Andalucía;Almería;-4,4;18,0;4,761
2023;2;TORDERA - GRANYANELLA;Cataluña;Lleida;-1,7;21,3;7,159
2023;2;TORLA-ORDESA, DEPÓSITO;Aragón;Huesca;-5,3;23,5;6,689
2023;2;TORLA-ORDESA, EL CEBOLLAR;Aragón;Huesca;-13,8;13,0;1,202
2023;2;TORNAVACAS;Extremadura;Cáceres;-3,9;17,1;7,355
2023;2;TORRE PACHECO (C.C.A. AUT.);Región de Murcia;Murcia;0,7;22,3;11,077
2023;2;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);Comunitat Valenciana;Castellón/Castelló;3,0;18,8;10,468
2023;2;TORRECILLA DE LOS ANGELES;Extremadura;Cáceres;-4,0;21,5;7,893
2023;2;TORRELAVEGA-SIERRAPANDO;Cantabria;Cantabria;0,8;19,8;9,131
2023;2;TORREMOLINOS;Andalucía;Málaga;7,0;20,9;13,93
2023;2;TORRES;Andalucía;Jaén;-3,3;21,0;8,146
2023;2;TORROX,FARO;Andalucía;Málaga;6,9;21,0;14,042
2023;2;TORTOSA;Cataluña;Tarragona;-0,6;23,0;10,111
2023;2;TORÀ;Cataluña;Lleida;-7,3;21,9;4,677
2023;2;TOTANA;Región de Murcia;Murcia;1,7;22,8;11,379
2023;2;TRESVISO;Cantabria;Cantabria;-2,5;19,3;5,859
2023;2;TRETO;Cantabria;Cantabria;-2,3;19,9;8,841
2023;2;TRUJILLO;Extremadura;Cáceres;-1,7;19,5;8,755
2023;2;TUDELA;Comunidad Foral de Navarra;Navarra;-3,2;18,4;6,557
2023;2;TUINEJE-PUERTO GRAN TARAJAL;Canarias;Las Palmas;9,9;24,4;17,071
2023;2;TUIXENT;Cataluña;Lleida;-7,6;18,8;4,529
2023;2;TURIS;Comunitat Valenciana;Valencia/València;-2,2;22,3;8,561
2023;2;UCERO;Castilla y León;Soria;-8,6;18,5;3,198
2023;2;UTIEL, LA CUBERA;Comunitat Valenciana;Valencia/València;-4,6;20,0;5,607
2023;2;VALCARLOS/LUZAIDE;Comunidad Foral de Navarra;Navarra;-3,0;24,8;7,125
2023;2;VALDEMORILLO;Comunidad de Madrid;Madrid;-4,1;17,8;6,554
2023;2;VALDEPEÑAS;Castilla - La Mancha;Ciudad Real;-5,6;22,1;7,12
2023;2;VALDERROBRES;Aragón;Teruel;-6,5;19,7;4,475
2023;2;VALDEZCARAY;La Rioja;La Rioja;-9,7;12,6;0,995
2023;2;VALENCIA DE ALCÁNTARA;Extremadura;Cáceres;-1,5;17,7;8,341
2023;2;VALENCIA DE DON JUAN;Castilla y León;León;-6,3;18,0;4,209
2023;2;VALENCIA DT;Comunitat Valenciana;Valencia/València;3,5;21,9;10,911
2023;2;VALENCIA UPV;Comunitat Valenciana;Valencia/València;3,3;19,8;10,236
2023;2;VALENCIA/AEROPUERTO;Comunitat Valenciana;Valencia/València;0,1;20,7;9,577
2023;2;VALL DE BIANYA;Cataluña;Girona;-5,5;25,2;6,364
2023;2;VALLADOLID;Castilla y León;Valladolid;-3,8;18,3;5,632
2023;2;VALLADOLID/VILLANUBLA;Castilla y León;Valladolid;-7,5;17,4;4,248
2023;2;VALLE DE HECHO, HECHO-DEPÓSITO;Aragón;Huesca;-7,1;20,1;3,746
2023;2;VALLEHERMOSO-ALTO IGUALERO;Canarias;Santa Cruz de Tenerife;2,5;15,7;7,173
2023;2;VALLEHERMOSO-DAMA;Canarias;Santa Cruz de Tenerife;10,7;25,2;17,914
2023;2;VALLESECO;Canarias;Las Palmas;5,9;19,3;11,418
2023;2;VALLS;Cataluña;Tarragona;-2,3;22,3;8,609
2023;2;VALMADRID;Aragón;Zaragoza;-4,0;19,3;5,945
2023;2;VALSEQUILLO;Andalucía;Córdoba;-7,0;19,5;7,277
2023;2;VALVERDE;Canarias;Santa Cruz de Tenerife;9,1;17,8;12,539
2023;2;VALVERDE CAMINO (CH.GUADIANA AUTOMATICA);Andalucía;Huelva;0,0;21,5;11,423
2023;2;VALVERDE DE FRESNO;Extremadura;Cáceres;-2,1;20,5;8,845
2023;2;VEJER DE LA FRONTERA;Andalucía;Cádiz;7,0;22,8;13,291
2023;2;VELEZ MALAGA (AUTOMATICA);Andalucía;Málaga;4,5;20,8;13,423
2023;2;VICTORIA-DEPÓSITO MARRERO;Canarias;Santa Cruz de Tenerife;7,4;18,1;12,418
2023;2;VIGO-O CASTRO;Galicia;Pontevedra;2,7;22,6;12,264
2023;2;VIGO/PEINADOR;Galicia;Pontevedra;-0,9;21,5;10,261
2023;2;VILAFRANCA DEL PENEDÈS;Cataluña;Barcelona;-2,5;22,1;8,573
2023;2;VILAGARCIA DE AROUSA;Galicia;Pontevedra;0,2;22,0;10,796
2023;2;VILASSAR DE DALT;Cataluña;Barcelona;1,6;22,6;10,659
2023;2;VILLABLINO;Castilla y León;León;-7,3;20,8;5,021
2023;2;VILLACARRIEDO - SANTIBAÑEZ;Cantabria;Cantabria;-3,4;22,7;7,652
2023;2;VILLADEPERA;Castilla y León;Zamora;-5,9;15,2;5,261
2023;2;VILLADIEGO (DEPÓSITO DE AGUA);Castilla y León;Burgos;-4,5;19,7;5,011
2023;2;VILLAELES DE VALDAVIA;Castilla y León;Palencia;-7,3;17,3;3,555
2023;2;VILLAFRANCA;Comunitat Valenciana;Castellón/Castelló;-7,8;17,0;2,993
2023;2;VILLAFRANCA DE LOS BARROS;Extremadura;Badajoz;-5,1;20,5;8,457
2023;2;VILLAFÁFILA;Castilla y León;Zamora;-6,9;18,5;4,593
2023;2;VILLALÓN DE CAMPOS;Castilla y León;Valladolid;-8,1;18,9;4,348
2023;2;VILLAMAYOR DE LOS MONTES;Castilla y León;Burgos;-5,8;19,3;4,761
2023;2;VILLAMECA;Castilla y León;León;-4,8;17,3;5,193
2023;2;VILLANUEVA DE CÓRDOBA;Andalucía;Córdoba;-3,2;19,9;8,905
2023;2;VILLANUEVA DE LOS INFANTES;Castilla - La Mancha;Ciudad Real;-6,8;20,9;7,214
2023;2;VILLANUEVA DEL ARZOBISPO;Andalucía;Jaén;-4,1;23,3;9,138
2023;2;VILLANUEVA DEL FRESNO;Extremadura;Badajoz;-0,4;21,8;11,2
2023;2;VILLAPUN;Castilla y León;Palencia;-8,3;16,5;4,08
2023;2;VILLAR DE OTERO (LOS TROBOS);Castilla y León;León;-6,6;20,2;6,388
2023;2;VILLARDECIERVOS;Castilla y León;Zamora;-7,7;18,7;4,143
2023;2;VILLARES DEL SAZ;Castilla - La Mancha;Cuenca;-5,6;19,1;5,602
2023;2;VILLARINO DE LOS AIRES;Castilla y León;Salamanca;-5,0;19,5;6,678
2023;2;VILLARRASA, PLANTA DE RECICLAJE;Andalucía;Huelva;0,0;22,0;11,871
2023;2;VILLARROBLEDO;Castilla - La Mancha;Albacete;-5,0;23,9;6,805
2023;2;VILLARRODRIGO;Andalucía;Jaén;-4,7;20,1;8,295
2023;2;VILLENA;Comunitat Valenciana;Alicante/Alacant;-7,4;21,1;6,772
2023;2;VIMIANZO-CASTRELO;Galicia;A Coruña;-1,5;22,5;8,954
2023;2;VINUESA;Castilla y León;Soria;-8,3;17,1;2,795
2023;2;VISO DEL MARQUÉS;Castilla - La Mancha;Ciudad Real;-4,6;20,4;6,789
2023;2;VITIGUDINO;Castilla y León;Salamanca;-5,7;17,4;6,204
2023;2;VITORIA-GASTEIZ AEROPUERTO;País Vasco;Araba/Álava;-8,0;20,9;4,541
2023;2;VÁLOR;Andalucía;Granada;-0,3;20,5;9,095
2023;2;XINZO DE LIMIA;Galicia;Ourense;-9,3;19,3;4,764
2023;2;XÁTIVA;Comunitat Valenciana;Valencia/València;0,2;23,3;9,907
2023;2;YAIZA-PLAYA BLANCA;Canarias;Las Palmas;11,5;22,4;17,255
2023;2;YECLA;Región de Murcia;Murcia;-5,4;20,7;6,698
2023;2;ZAFRA (AUTOMATICA);Extremadura;Badajoz;-3,4;21,9;9,207
2023;2;ZAMORA;Castilla y León;Zamora;-4,8;18,4;5,691
2023;2;ZAOREJAS;Castilla - La Mancha;Guadalajara;-7,5;18,3;3,356
2023;2;ZARAGOZA, AEROPUERTO;Aragón;Zaragoza;-2,2;19,5;7,448
2023;2;ZARAGOZA, VALDESPARTERA;Aragón;Zaragoza;-1,6;20,0;7,663
2023;2;ZARCILLA DE RAMOS;Región de Murcia;Murcia;-2,9;21,9;7,88
2023;2;ZARZA LA MAYOR;Extremadura;Cáceres;-1,7;21,0;9,711
2023;2;ZORITA;Extremadura;Cáceres;-1,2;19,4;10,03
2023;2;ZUMAIA;País Vasco;Gipuzkoa;1,1;21,2;9,607
2023;2;ZUMARRAGA;País Vasco;Gipuzkoa;-2,7;20,6;6,268
2023;2;ÁGUILAS;Región de Murcia;Murcia;4,2;20,8;12,816
2023;2;ÁLORA, LAS PELONAS;Andalucía;Málaga;2,4;23,8;12,654
2023;2;ÁVILA;Castilla y León;Ávila;-5,8;15,8;4,155
2023;3;A CAÑIZA;Galicia;Pontevedra;-2,9;22,7;10,554
2023;3;A CORUÑA;Galicia;A Coruña;3,4;23,0;13,948
2023;3;A CORUÑA/ALVEDRO;Galicia;A Coruña;-2,3;22,6;12,519
2023;3;A ESTRADA;Galicia;Pontevedra;-2,4;22,4;11,736
2023;3;A LAMA;Galicia;Pontevedra;-2,2;22,0;10,466
2023;3;ABADIÑO, URKIOLA;País Vasco;Bizkaia;-2,7;23,1;9,992
2023;3;ABANILLA;Región de Murcia;Murcia;-1,2;32,4;15,926
2023;3;ABENOJAR (AUTOMATICA);Castilla - La Mancha;Ciudad Real;-4,7;27,6;12,498
2023;3;ABIA DE OBISPALIA;Castilla - La Mancha;Cuenca;-8,2;25,0;9,748
2023;3;ABLA;Andalucía;Almería;-0,5;29,6;14,969
2023;3;ADEJE-CALDERA B;Canarias;Santa Cruz de Tenerife;14,2;31,8;20,921
2023;3;ADEMUZ;Comunitat Valenciana;Valencia/València;-8,4;28,2;11,039
