province,year_month,passengers,operations,cargo_kg,airport_count
Zaragoza,2023-08,72996,913,13341544,1
Zaragoza,2023-09,62002,938,14327423,1
Zaragoza,2023-10,59721,869,13753039,1
Zaragoza,2023-11,40534,738,14004256,1
Zaragoza,2023-12,50064,727,11290163,1
Zaragoza,2024-01,45451,658,10791212,1
Zaragoza,2024-02,41923,664,11317126,1
Zaragoza,2024-03,54570,755,13341503,1
Zaragoza,2024-04,59529,866,13940238,1
Zaragoza,2024-05,60579,958,16200617,1
Zaragoza,2024-06,65005,905,12904346,1
Zaragoza,2024-07,66492,952,13028065,1
Zaragoza,2024-08,71136,929,17782232,1
Zaragoza,2024-09,64624,957,16802374,1
Zaragoza,2024-10,61961,991,20999934,1
Zaragoza,2024-11,48343,931,21091421,1
Zaragoza,2024-12,54624,813,13154128,1
